unique_id,cutoff,metric,Naive,SeasonalNaive,AutoETS,AutoARIMA,LGBMRegressor,AutoNBEATS,AutoNHITS,Chronos
hotel_35,2023-02-10,rmse,0.19940399191463032,0.206877864970923,0.1689399494696004,0.1397436276387916,0.18824870739162067,0.18958326414237298,0.2538234278058969,0.23110089359700922
hotel_42,2023-02-10,rmse,0.307728453631662,0.32639643543321034,0.3407549687711355,0.2535081695953504,0.21586202181822187,0.43157527389513856,0.3179893800375174,0.2527360773345955
hotel_49,2023-02-10,rmse,0.16458719943273015,0.1599282434227674,0.1192178230923628,0.12046073877098191,0.11691725157588674,0.11719887073363174,0.11777646386776065,0.11303378825859862
hotel_56,2023-02-10,rmse,0.0741352260806679,0.056034640646487166,0.06277997541996735,0.06222670793245581,0.07902217221772499,0.09578294033899455,0.11731540897543626,0.059629157208969226
hotel_63,2023-02-10,rmse,0.23889959370625954,0.25795697110525806,0.2144569764176702,0.22431270422554386,0.2008168318430767,0.23624010925083247,0.2098330524913973,0.23286057599365442
hotel_7,2023-02-10,rmse,0.07991073269001346,0.08183995679930446,0.09444744740225713,0.08024504365315564,0.09203733216663575,0.1589038748440946,0.07699545046791073,0.10179401453219039
hotel_70,2023-02-10,rmse,0.07110424654545787,0.09823764177285264,0.09290925096678546,0.0516152235979476,0.06181841986596862,0.15004812654541902,0.06641303172101343,0.08984469706033646
hotel_84,2023-02-10,rmse,0.24795903211249593,0.21143801997745046,0.20953536221796526,0.23365182513529997,0.18196205918016448,0.24235870334408105,0.22673589493458815,0.30372628714061484
hotel_91,2023-02-10,rmse,0.24887250938112615,0.19870493464974598,0.17602298634799732,0.15227110183063294,0.14329615264932444,0.2514414719010555,0.27055360722852023,0.16154683997017652
hotel_98,2023-02-10,rmse,0.24346196623400365,0.2559724024559821,0.28314044035094804,0.21799171663108702,0.2675481932348147,0.3068086467776103,0.2715220022804977,0.24572888646014904
hotel_0,2023-03-10,rmse,0.17206617116995498,0.1411292943949192,0.1295539190403168,0.13143765540783406,0.1269918605351442,0.13946031220192542,0.14258189300464982,0.1311560092391043
hotel_105,2023-03-10,rmse,0.1277419824999714,0.1439933736906249,0.1769033414397487,0.1456419025403666,0.13567829690039257,0.14122050770331504,0.13180551412790745,0.15078320288177657
hotel_112,2023-03-10,rmse,0.11349387373334299,0.12242321755463126,0.11262347641979911,0.10885879713411291,0.11676098453262099,0.12410160884179038,0.12095921758031881,0.1072846450135693
hotel_126,2023-03-10,rmse,0.010268422625309448,0.014638384917030933,0.07681179520420296,0.04223859949400329,0.05979450650933403,0.06714971079245637,0.04538580184800336,0.06786647250234897
hotel_133,2023-03-10,rmse,0.09908980326950835,0.11703159820453807,0.14223315766858954,0.21124408885266183,0.1717432914859774,0.2144788988555042,0.2296442339282917,0.17207838673207296
hotel_14,2023-03-10,rmse,0.1987459411989603,0.1043996064717684,0.11482253785389927,0.09284620327394608,0.09053465544002645,0.14596238584205212,0.12035621278264216,0.13017665903538184
hotel_21,2023-03-10,rmse,0.017607380306844073,0.04126978827496256,0.024822002391703388,0.029175868007641676,0.06164741637322802,0.024806398201086873,0.02200524449654309,0.016464607134934164
hotel_35,2023-03-10,rmse,0.18095641765059603,0.14578562883988816,0.15525918047354978,0.2087263998061041,0.12845740031402014,0.19573065809910262,0.1481592625827079,0.22227958720086197
hotel_42,2023-03-10,rmse,0.399619078545395,0.32502691123653243,0.30478925197917967,0.26326546515434174,0.2556361760040119,0.25205263268207756,0.25073475956128266,0.2785307024562911
hotel_49,2023-03-10,rmse,0.04117161948436117,0.02790028356059059,0.0919198156458088,0.026017462104793762,0.06188772640378161,0.04127870436875366,0.047186791489090794,0.03519795953238585
hotel_56,2023-03-10,rmse,0.030940931948492918,0.024900596027799874,0.045645403507796084,0.0488589662306841,0.045378695905455534,0.02970350563847088,0.0364134682956641,0.04323064975585025
hotel_63,2023-03-10,rmse,0.2487754843680843,0.28649558079148646,0.15641444767553078,0.17329247909118092,0.13949388631659107,0.15587094674112423,0.1528037925059357,0.18094478919777432
hotel_7,2023-03-10,rmse,0.28351930210873977,0.1950656610792889,0.19746983011339733,0.16541289527659345,0.33630168617266964,0.17304736965514253,0.19324774526527808,0.14503227613578765
hotel_70,2023-03-10,rmse,0.05807412210501747,0.06679988503394851,0.1278026105684474,0.0875620690934303,0.06352007398214063,0.05903413570930137,0.0552900350042123,0.07662084349006887
hotel_84,2023-03-10,rmse,0.27110235320579995,0.19007084961328594,0.15265793289494056,0.15818872684560442,0.14803273588266322,0.20006795427325552,0.1532193334179461,0.2570108267663848
hotel_91,2023-03-10,rmse,0.2117654986063253,0.24644202887943223,0.22172107959977216,0.21115254490770205,0.20103216745531535,0.14411850097089302,0.2122305019708694,0.1715096184324152
hotel_98,2023-03-10,rmse,0.23015177966457465,0.1064982965643185,0.14708650445209165,0.08542532402869861,0.12072203618545536,0.15137115424971928,0.12036303345689334,0.08510370490316041
hotel_0,2023-04-07,rmse,0.36600900646067364,0.3842065757924799,0.3051184491511494,0.3314662840613992,0.31601563308197467,0.299136762972813,0.2760585643020985,0.332009146087333
hotel_105,2023-04-07,rmse,0.20467533110317446,0.10712943572099087,0.09712372864921398,0.10444917414961287,0.09187634293644671,0.10775818914868827,0.15425114397200243,0.15564955133203254
hotel_112,2023-04-07,rmse,0.18453004981767682,0.12818487277031895,0.12760736580132268,0.08548818972526967,0.0938297738919676,0.10249901234849118,0.21236839932204163,0.0897211372518219
hotel_126,2023-04-07,rmse,0.05055770837618531,0.05307399280393328,0.050982082317598834,0.05872429739321718,0.04184686389624186,0.045984862834119844,0.05558469458574002,0.05198990484672137
hotel_133,2023-04-07,rmse,0.17047829166420045,0.1552129703009789,0.11838364811722787,0.1388680581405927,0.11676784100196712,0.12389726055993351,0.1116177406052039,0.13564181196399697
hotel_14,2023-04-07,rmse,0.11376770668682097,0.09191631554140219,0.09735959573816,0.0882888707354368,0.0657193443889878,0.1070760244615492,0.11445587891442151,0.10835160681619556
hotel_21,2023-04-07,rmse,0.052509645633709044,0.0560357335042139,0.04550400122371792,0.05287776110589083,0.0462959041186183,0.05010520372417419,0.057808895649373346,0.05534960976251924
